time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,rain,surface_pressure
2024-06-01 02:00:00,12.8,76,8.6,12.1,6,0.0,976.9
2024-06-01 02:00:00,12.8,76,8.6,12.1,6,0.0,976.9
2024-06-01 03:00:00,12.7,76,8.5,12.2,6,0.0,977.3
2024-06-01 04:00:00,12.8,76,8.6,12.3,10,0.0,977.8
2024-06-01 05:00:00,12.4,87,10.3,11.9,15,0.1,977.4
2024-06-01 06:00:00,12.9,92,11.6,12.9,19,0.0,978.1
2024-06-01 07:00:00,16.1,77,12.0,16.0,18,0.0,978.5
2024-06-01 08:00:00,18.1,62,10.7,18.2,17,0.0,979.1
2024-06-01 09:00:00,19.1,53,9.3,18.2,39,0.0,979.4
2024-06-01 10:00:00,18.9,56,9.9,17.2,37,0.0,979.8
2024-06-01 11:00:00,17.1,65,10.4,15.0,34,0.3,980.2
2024-06-01 12:00:00,19.5,51,9.1,16.9,55,0.0,979.9
2024-06-01 13:00:00,19.4,50,8.7,16.4,62,0.0,980.1
2024-06-01 14:00:00,18.6,54,9.1,15.8,70,0.0,980.6
2024-06-01 15:00:00,19.0,55,9.7,16.8,77,0.0,981.1
2024-06-01 16:00:00,18.9,54,9.4,17.3,72,0.0,981.4
2024-06-01 17:00:00,17.6,62,10.2,16.9,66,0.0,982.0
2024-06-01 18:00:00,16.6,73,11.7,16.6,61,0.2,982.0
2024-06-01 19:00:00,15.8,81,12.6,16.3,42,0.2,982.4
2024-06-01 20:00:00,14.8,88,12.8,15.2,5,1.2,983.5
2024-06-01 21:00:00,14.4,92,13.1,15.1,0,0.7,983.6
2024-06-01 22:00:00,14.1,92,12.8,14.7,0,0.1,983.6
2024-06-01 23:00:00,14.0,95,13.2,14.7,0,0.2,983.7
2024-06-02 02:00:00,14.3,83,11.4,14.4,2,0.0,983.5
2024-06-02 02:00:00,14.3,83,11.4,14.4,2,0.0,983.5
2024-06-02 03:00:00,14.1,82,11.1,13.8,0,0.0,984.0
2024-06-02 04:00:00,14.1,83,11.2,14.0,0,0.0,984.0
2024-06-02 05:00:00,14.6,87,12.4,15.1,0,0.0,983.9
2024-06-02 06:00:00,15.8,85,13.2,16.3,0,0.0,984.6
2024-06-02 07:00:00,17.7,77,13.6,18.6,0,0.0,985.1
2024-06-02 08:00:00,19.9,68,13.8,20.9,0,0.0,985.5
2024-06-02 09:00:00,21.5,61,13.7,22.9,0,0.0,985.6
2024-06-02 10:00:00,22.3,56,13.1,23.7,16,0.0,985.7
2024-06-02 11:00:00,22.8,49,11.5,22.9,32,0.0,985.7
2024-06-02 12:00:00,20.1,71,14.7,20.7,48,0.0,985.8
2024-06-02 13:00:00,22.5,57,13.6,23.2,59,0.0,985.1
2024-06-02 14:00:00,23.9,45,11.3,23.5,75,0.0,984.4
2024-06-02 15:00:00,23.5,52,13.1,23.4,87,0.0,983.9
2024-06-02 16:00:00,23.4,54,13.5,23.6,75,0.0,983.8
2024-06-02 17:00:00,23.0,52,12.6,23.2,64,0.0,983.6
2024-06-02 18:00:00,21.6,65,14.8,22.7,52,0.0,983.6
2024-06-02 19:00:00,20.3,70,14.6,21.2,42,0.0,984.2
2024-06-02 20:00:00,20.2,67,13.9,20.7,68,0.0,984.3
2024-06-02 21:00:00,18.7,74,13.9,19.1,74,0.1,984.7
2024-06-02 22:00:00,17.5,89,15.6,19.2,74,0.9,984.4
2024-06-02 23:00:00,16.7,93,15.5,18.1,74,0.0,984.1
2024-06-03 02:00:00,15.2,94,14.2,16.2,72,0.1,983.9
2024-06-03 02:00:00,15.2,94,14.2,16.2,72,0.1,983.9
2024-06-03 03:00:00,15.1,92,13.8,15.9,61,0.2,983.3
2024-06-03 04:00:00,15.2,90,13.6,15.9,58,0.0,983.3
2024-06-03 05:00:00,15.6,91,14.1,16.5,55,0.0,983.8
2024-06-03 06:00:00,16.2,86,13.8,16.9,52,0.1,983.9
2024-06-03 07:00:00,16.0,90,14.4,16.8,64,1.6,983.6
2024-06-03 08:00:00,15.8,91,14.3,16.6,85,0.9,983.1
2024-06-03 09:00:00,16.8,86,14.4,17.5,90,0.0,983.0
2024-06-03 10:00:00,18.5,74,13.8,19.2,93,0.0,982.9
2024-06-03 11:00:00,17.5,80,14.0,18.0,97,0.0,983.0
2024-06-03 12:00:00,18.6,76,14.3,18.8,100,0.0,982.4
2024-06-03 13:00:00,20.1,66,13.6,20.2,100,0.0,981.6
2024-06-03 14:00:00,19.3,75,14.7,19.4,100,0.0,981.8
2024-06-03 15:00:00,19.1,76,14.7,19.4,100,0.5,981.5
2024-06-03 16:00:00,18.7,74,14.0,18.9,100,0.0,981.0
2024-06-03 17:00:00,17.7,82,14.6,18.5,100,0.1,981.0
2024-06-03 18:00:00,17.5,80,14.0,17.9,100,0.0,980.9
2024-06-03 19:00:00,17.1,80,13.6,17.7,99,0.0,981.1
2024-06-03 20:00:00,16.4,92,15.1,17.6,100,6.6,981.7
2024-06-03 21:00:00,15.9,87,13.7,15.4,100,6.5,982.2
2024-06-03 22:00:00,15.7,85,13.2,15.0,96,1.7,982.1
2024-06-03 23:00:00,15.8,78,12.0,15.3,91,0.0,982.4
2024-06-04 02:00:00,16.0,74,11.4,15.4,62,0.0,981.8
2024-06-04 02:00:00,16.0,74,11.4,15.4,62,0.0,981.8
2024-06-04 03:00:00,15.8,77,11.8,15.4,52,0.0,982.2
2024-06-04 04:00:00,15.6,80,12.2,15.4,45,0.0,982.5
2024-06-04 05:00:00,16.1,80,12.7,15.9,39,0.2,983.2
2024-06-04 06:00:00,16.8,79,13.1,16.9,35,0.1,983.5
2024-06-04 07:00:00,18.4,69,12.6,18.0,42,0.0,983.4
2024-06-04 08:00:00,20.2,65,13.4,20.5,48,0.0,983.9
2024-06-04 09:00:00,21.1,56,11.9,20.2,55,0.0,984.1
2024-06-04 10:00:00,21.4,56,12.2,21.1,68,0.0,984.0
2024-06-04 11:00:00,21.8,63,14.5,22.0,81,0.0,983.5
2024-06-04 12:00:00,21.8,62,14.2,21.1,94,0.0,983.3
2024-06-04 13:00:00,22.3,59,13.9,22.1,95,0.0,983.0
2024-06-04 14:00:00,22.7,58,14.0,22.1,80,0.0,982.8
2024-06-04 15:00:00,22.5,60,14.3,22.0,77,0.0,982.6
2024-06-04 16:00:00,22.1,59,13.7,21.4,76,0.0,982.4
2024-06-04 17:00:00,21.7,59,13.4,21.3,75,0.0,981.9
2024-06-04 18:00:00,21.1,64,14.0,21.2,74,0.0,982.0
2024-06-04 19:00:00,19.6,72,14.4,20.4,51,0.0,982.0
2024-06-04 20:00:00,17.6,81,14.3,18.5,29,0.0,982.6
2024-06-04 21:00:00,16.3,81,13.0,16.9,0,0.0,982.8
2024-06-04 22:00:00,15.9,89,14.1,16.8,0,0.0,983.0
2024-06-04 23:00:00,14.6,94,13.7,15.6,0,0.0,982.7
2024-06-05 01:00:00,13.3,99,13.1,13.9,0,0.0,982.9
2024-06-05 02:00:00,13.1,99,12.9,13.8,0,0.0,983.1
2024-06-05 03:00:00,13.4,97,12.9,14.0,0,0.0,983.2
2024-06-05 04:00:00,13.7,94,12.7,14.3,0,0.0,983.3
2024-06-05 05:00:00,14.8,88,12.8,15.5,0,0.0,983.3
2024-06-05 06:00:00,16.8,84,14.0,17.6,0,0.0,983.8
2024-06-05 07:00:00,18.6,79,14.9,20.0,0,0.0,984.1
2024-06-05 08:00:00,20.6,69,14.7,21.4,0,0.0,984.5
2024-06-05 09:00:00,22.2,59,13.8,23.5,3,0.0,984.9
2024-06-05 10:00:00,23.2,55,13.6,24.2,15,0.0,984.9
2024-06-05 11:00:00,24.1,55,14.5,26.0,27,0.0,984.7
2024-06-05 12:00:00,24.8,51,14.0,26.2,81,0.0,984.5
2024-06-05 13:00:00,25.7,49,14.2,27.1,65,0.0,984.1
2024-06-05 14:00:00,26.0,43,12.5,26.1,48,0.0,983.9
2024-06-05 15:00:00,23.6,56,14.3,23.7,32,0.0,983.7
2024-06-05 16:00:00,23.6,57,14.6,24.7,28,0.0,983.5
2024-06-05 17:00:00,24.9,56,15.5,25.2,23,0.0,983.2
2024-06-05 18:00:00,23.6,55,14.0,23.7,19,0.0,983.2
2024-06-05 19:00:00,21.3,67,14.9,22.5,14,0.0,983.6
2024-06-05 20:00:00,20.1,73,15.1,21.5,8,0.0,983.7
2024-06-05 21:00:00,17.7,77,13.6,18.5,0,0.0,984.2
2024-06-05 22:00:00,17.0,77,13.0,17.5,0,0.0,984.5
2024-06-05 23:00:00,16.3,80,12.9,16.9,0,0.0,984.9
2024-06-06 01:00:00,15.4,87,13.3,16.0,0,0.0,985.0
2024-06-06 02:00:00,15.0,85,12.5,15.3,0,0.0,985.2
2024-06-06 03:00:00,15.0,85,12.5,15.7,0,0.0,984.9
2024-06-06 04:00:00,15.3,91,13.9,16.2,0,0.0,985.6
2024-06-06 05:00:00,16.6,88,14.6,17.9,0,0.0,986.3
2024-06-06 06:00:00,19.1,78,15.2,20.6,0,0.0,987.3
2024-06-06 07:00:00,22.1,73,17.0,24.4,0,0.0,987.4
2024-06-06 08:00:00,23.8,57,14.7,24.6,0,0.0,987.5
2024-06-06 09:00:00,24.4,57,15.3,26.2,0,0.0,987.6
2024-06-06 10:00:00,25.5,56,16.0,28.3,10,0.0,987.5
2024-06-06 11:00:00,26.5,51,15.5,29.1,19,0.0,987.3
2024-06-06 12:00:00,26.2,49,14.7,27.4,19,0.0,987.0
2024-06-06 13:00:00,26.4,53,16.1,28.2,42,0.0,986.6
2024-06-06 14:00:00,26.9,47,14.7,28.1,64,0.0,986.4
2024-06-06 15:00:00,27.3,49,15.6,28.1,87,0.0,985.7
2024-06-06 16:00:00,27.1,48,15.1,27.4,78,0.0,985.2
2024-06-06 17:00:00,26.6,50,15.3,26.6,70,0.0,984.7
2024-06-06 18:00:00,25.1,60,16.8,26.3,61,0.0,984.6
2024-06-06 19:00:00,23.2,70,17.4,24.9,58,0.0,985.0
2024-06-06 20:00:00,22.1,70,16.4,24.0,29,0.0,985.1
2024-06-06 21:00:00,20.0,79,16.3,21.6,0,0.0,985.4
2024-06-06 22:00:00,18.1,81,14.8,19.0,0,0.0,985.6
2024-06-06 23:00:00,19.0,82,15.8,20.4,0,0.0,985.7
2024-06-07 02:00:00,17.2,91,15.7,18.4,0,0.0,985.8
2024-06-07 02:00:00,17.2,91,15.7,18.4,0,0.0,985.8
2024-06-07 03:00:00,16.6,94,15.6,17.9,0,0.0,986.3
2024-06-07 04:00:00,17.2,90,15.5,18.5,0,0.0,985.9
2024-06-07 05:00:00,18.3,89,16.4,20.1,0,0.0,986.3
2024-06-07 06:00:00,19.9,83,16.9,21.6,0,0.0,986.7
2024-06-07 07:00:00,21.7,77,17.5,23.8,0,0.0,987.6
2024-06-07 08:00:00,23.2,69,17.2,24.9,0,0.0,988.5
2024-06-07 09:00:00,24.5,62,16.7,27.0,0,0.0,988.1
2024-06-07 10:00:00,25.7,58,16.8,28.9,10,0.0,987.9
2024-06-07 11:00:00,27.2,50,15.8,29.9,10,0.0,987.4
2024-06-07 12:00:00,28.1,46,15.4,30.4,10,0.0,986.8
2024-06-07 13:00:00,28.3,47,15.9,29.9,15,0.0,986.1
2024-06-07 14:00:00,27.8,46,15.1,28.5,31,0.0,986.1
2024-06-07 15:00:00,25.5,64,18.2,27.4,42,0.0,986.0
2024-06-07 16:00:00,23.9,63,16.4,24.0,48,0.0,985.8
2024-06-07 17:00:00,21.2,65,14.3,21.4,55,0.1,986.3
2024-06-07 18:00:00,19.9,84,17.1,20.9,61,0.0,986.4
2024-06-07 19:00:00,19.2,82,16.1,20.3,84,0.0,987.2
